Category marker,Category,Mode of study,Country of HE provider,Academic year,Classification of first degree,Number
Ethnicity,Black,Full-time,All,2017/18,First class honours,2935
Ethnicity,Black,Full-time,All,2017/18,Upper second class honours,9185
Ethnicity,Black,Full-time,All,2017/18,Lower second class honours,6785
Ethnicity,Black,Full-time,All,2017/18,Third class honours/Pass,1645
Ethnicity,Black,Full-time,All,2017/18,Unclassified,610
Ethnicity,Black,Full-time,All,2018/19,First class honours,3170
Ethnicity,Black,Full-time,All,2018/19,Upper second class honours,9710
Ethnicity,Black,Full-time,All,2018/19,Lower second class honours,6720
Ethnicity,Black,Full-time,All,2018/19,Third class honours/Pass,1730
Ethnicity,Black,Full-time,All,2018/19,Unclassified,605
Ethnicity,Black,Full-time,All,2019/20,First class honours,4250
Ethnicity,Black,Full-time,All,2019/20,Upper second class honours,10250
Ethnicity,Black,Full-time,All,2019/20,Lower second class honours,5580
Ethnicity,Black,Full-time,All,2019/20,Third class honours/Pass,1130
Ethnicity,Black,Full-time,All,2019/20,Unclassified,665
Ethnicity,Black,Part-time,All,2014/15,First class honours,105
Ethnicity,Black,Part-time,All,2014/15,Upper second class honours,555
Ethnicity,Black,Part-time,All,2014/15,Lower second class honours,1120
Ethnicity,Black,Part-time,All,2014/15,Third class honours/Pass,750
Ethnicity,Black,Part-time,All,2014/15,Unclassified,175
Ethnicity,Black,Part-time,All,2015/16,First class honours,70
Ethnicity,Black,Part-time,All,2015/16,Upper second class honours,490
Ethnicity,Black,Part-time,All,2015/16,Lower second class honours,885
Ethnicity,Black,Part-time,All,2015/16,Third class honours/Pass,690
Ethnicity,Black,Part-time,All,2015/16,Unclassified,170
Ethnicity,Black,Part-time,All,2016/17,First class honours,75
Ethnicity,Black,Part-time,All,2016/17,Upper second class honours,455
Ethnicity,Black,Part-time,All,2016/17,Lower second class honours,840
Ethnicity,Black,Part-time,All,2016/17,Third class honours/Pass,680
Ethnicity,Black,Part-time,All,2016/17,Unclassified,125
Ethnicity,Black,Part-time,All,2017/18,First class honours,110
Ethnicity,Black,Part-time,All,2017/18,Upper second class honours,435
Ethnicity,Black,Part-time,All,2017/18,Lower second class honours,900
Ethnicity,Black,Part-time,All,2017/18,Third class honours/Pass,625
Ethnicity,Black,Part-time,All,2017/18,Unclassified,135
Ethnicity,Black,Part-time,All,2018/19,First class honours,95
Ethnicity,Black,Part-time,All,2018/19,Upper second class honours,460
Ethnicity,Black,Part-time,All,2018/19,Lower second class honours,785
Ethnicity,Black,Part-time,All,2018/19,Third class honours/Pass,615
Ethnicity,Black,Part-time,All,2018/19,Unclassified,115
Ethnicity,Black,Part-time,All,2019/20,First class honours,90
Ethnicity,Black,Part-time,All,2019/20,Upper second class honours,385
Ethnicity,Black,Part-time,All,2019/20,Lower second class honours,665
Ethnicity,Black,Part-time,All,2019/20,Third class honours/Pass,425
Ethnicity,Black,Part-time,All,2019/20,Unclassified,90
Ethnicity,Asian,Full-time,England,2014/15,First class honours,4895
Ethnicity,Asian,Full-time,England,2014/15,Upper second class honours,12890
Ethnicity,Asian,Full-time,England,2014/15,Lower second class honours,7155
Ethnicity,Asian,Full-time,England,2014/15,Third class honours/Pass,1360
Ethnicity,Asian,Full-time,England,2014/15,Unclassified,2040
Ethnicity,Asian,Part-time,England,2014/15,First class honours,165
Ethnicity,Asian,Part-time,England,2014/15,Upper second class honours,600
Ethnicity,Asian,Part-time,England,2014/15,Lower second class honours,855
Ethnicity,Asian,Part-time,England,2014/15,Third class honours/Pass,525
Ethnicity,Asian,Part-time,England,2014/15,Unclassified,150
Ethnicity,Asian,Full-time,Northern Ireland,2014/15,First class honours,10
Ethnicity,Asian,Full-time,Northern Ireland,2014/15,Upper second class honours,30
Ethnicity,Asian,Full-time,Northern Ireland,2014/15,Lower second class honours,15
Ethnicity,Asian,Full-time,Northern Ireland,2014/15,Third class honours/Pass,0
Ethnicity,Asian,Full-time,Northern Ireland,2014/15,Unclassified,0
Ethnicity,Asian,Part-time,Northern Ireland,2014/15,First class honours,0
Ethnicity,Asian,Part-time,Northern Ireland,2014/15,Upper second class honours,0
Ethnicity,Asian,Part-time,Northern Ireland,2014/15,Lower second class honours,0
Ethnicity,Asian,Part-time,Northern Ireland,2014/15,Third class honours/Pass,0
Ethnicity,Asian,Part-time,Northern Ireland,2014/15,Unclassified,0
Ethnicity,Asian,Full-time,Scotland,2014/15,First class honours,110
Ethnicity,Asian,Full-time,Scotland,2014/15,Upper second class honours,355
Ethnicity,Asian,Full-time,Scotland,2014/15,Lower second class honours,185
Ethnicity,Asian,Full-time,Scotland,2014/15,Third class honours/Pass,30
Ethnicity,Asian,Full-time,Scotland,2014/15,Unclassified,340
Ethnicity,Asian,Part-time,Scotland,2014/15,First class honours,5
Ethnicity,Asian,Part-time,Scotland,2014/15,Upper second class honours,5
Ethnicity,Asian,Part-time,Scotland,2014/15,Lower second class honours,5
Ethnicity,Asian,Part-time,Scotland,2014/15,Third class honours/Pass,5
Ethnicity,Asian,Part-time,Scotland,2014/15,Unclassified,75
Ethnicity,Asian,Full-time,Wales,2014/15,First class honours,70
Ethnicity,Asian,Full-time,Wales,2014/15,Upper second class honours,245
Ethnicity,Asian,Full-time,Wales,2014/15,Lower second class honours,170
Ethnicity,Asian,Full-time,Wales,2014/15,Third class honours/Pass,40
Ethnicity,Asian,Full-time,Wales,2014/15,Unclassified,30
Ethnicity,Asian,Part-time,Wales,2014/15,First class honours,0
Ethnicity,Asian,Part-time,Wales,2014/15,Upper second class honours,5
Ethnicity,Asian,Part-time,Wales,2014/15,Lower second class honours,5
Ethnicity,Asian,Part-time,Wales,2014/15,Third class honours/Pass,5
Ethnicity,Asian,Part-time,Wales,2014/15,Unclassified,5
Ethnicity,Asian,Full-time,England,2015/16,First class honours,5345
Ethnicity,Asian,Full-time,England,2015/16,Upper second class honours,13750
Ethnicity,Asian,Full-time,England,2015/16,Lower second class honours,7360
Ethnicity,Asian,Full-time,England,2015/16,Third class honours/Pass,1470
Ethnicity,Asian,Full-time,England,2015/16,Unclassified,2040
Ethnicity,Asian,Part-time,England,2015/16,First class honours,130
Ethnicity,Asian,Part-time,England,2015/16,Upper second class honours,515
Ethnicity,Asian,Part-time,England,2015/16,Lower second class honours,755
Ethnicity,Asian,Part-time,England,2015/16,Third class honours/Pass,500
Ethnicity,Asian,Part-time,England,2015/16,Unclassified,145
Ethnicity,Asian,Full-time,Northern Ireland,2015/16,First class honours,20
Ethnicity,Asian,Full-time,Northern Ireland,2015/16,Upper second class honours,35
Ethnicity,Asian,Full-time,Northern Ireland,2015/16,Lower second class honours,20
Ethnicity,Asian,Full-time,Northern Ireland,2015/16,Third class honours/Pass,5
Ethnicity,Asian,Full-time,Northern Ireland,2015/16,Unclassified,10
Ethnicity,Asian,Part-time,Northern Ireland,2015/16,First class honours,0
Ethnicity,Asian,Part-time,Northern Ireland,2015/16,Upper second class honours,0
Ethnicity,Asian,Part-time,Northern Ireland,2015/16,Lower second class honours,5
Ethnicity,Asian,Part-time,Northern Ireland,2015/16,Third class honours/Pass,0
Ethnicity,Asian,Part-time,Northern Ireland,2015/16,Unclassified,0
Ethnicity,Asian,Full-time,Scotland,2015/16,First class honours,145
Ethnicity,Asian,Full-time,Scotland,2015/16,Upper second class honours,445
Ethnicity,Asian,Full-time,Scotland,2015/16,Lower second class honours,215
Ethnicity,Asian,Full-time,Scotland,2015/16,Third class honours/Pass,25
Ethnicity,Asian,Full-time,Scotland,2015/16,Unclassified,360
Ethnicity,Asian,Part-time,Scotland,2015/16,First class honours,0
Ethnicity,Asian,Part-time,Scotland,2015/16,Upper second class honours,5
Ethnicity,Asian,Part-time,Scotland,2015/16,Lower second class honours,5
Ethnicity,Asian,Part-time,Scotland,2015/16,Third class honours/Pass,5
Ethnicity,Asian,Part-time,Scotland,2015/16,Unclassified,30
Ethnicity,Asian,Full-time,Wales,2015/16,First class honours,100
Ethnicity,Asian,Full-time,Wales,2015/16,Upper second class honours,280
Ethnicity,Asian,Full-time,Wales,2015/16,Lower second class honours,190
Ethnicity,Asian,Full-time,Wales,2015/16,Third class honours/Pass,35
Ethnicity,Asian,Full-time,Wales,2015/16,Unclassified,40
Ethnicity,Asian,Part-time,Wales,2015/16,First class honours,5
Ethnicity,Asian,Part-time,Wales,2015/16,Upper second class honours,5
Ethnicity,Asian,Part-time,Wales,2015/16,Lower second class honours,5
Ethnicity,Asian,Part-time,Wales,2015/16,Third class honours/Pass,5
Ethnicity,Asian,Part-time,Wales,2015/16,Unclassified,0
Ethnicity,Asian,Full-time,England,2016/17,First class honours,6435
Ethnicity,Asian,Full-time,England,2016/17,Upper second class honours,14780
Ethnicity,Asian,Full-time,England,2016/17,Lower second class honours,7125
Ethnicity,Asian,Full-time,England,2016/17,Third class honours/Pass,1485
Ethnicity,Asian,Full-time,England,2016/17,Unclassified,2010
Ethnicity,Asian,Part-time,England,2016/17,First class honours,145
Ethnicity,Asian,Part-time,England,2016/17,Upper second class honours,455
Ethnicity,Asian,Part-time,England,2016/17,Lower second class honours,735
Ethnicity,Asian,Part-time,England,2016/17,Third class honours/Pass,475
Ethnicity,Asian,Part-time,England,2016/17,Unclassified,120
Ethnicity,Asian,Full-time,Northern Ireland,2016/17,First class honours,15
Ethnicity,Asian,Full-time,Northern Ireland,2016/17,Upper second class honours,50
Ethnicity,Asian,Full-time,Northern Ireland,2016/17,Lower second class honours,35
Ethnicity,Asian,Full-time,Northern Ireland,2016/17,Third class honours/Pass,5
Ethnicity,Asian,Full-time,Northern Ireland,2016/17,Unclassified,15
Ethnicity,Asian,Part-time,Northern Ireland,2016/17,First class honours,0
Ethnicity,Asian,Part-time,Northern Ireland,2016/17,Upper second class honours,0
Ethnicity,Asian,Part-time,Northern Ireland,2016/17,Lower second class honours,5
Ethnicity,Asian,Part-time,Northern Ireland,2016/17,Third class honours/Pass,0
Ethnicity,Asian,Part-time,Northern Ireland,2016/17,Unclassified,0
Ethnicity,Asian,Full-time,Scotland,2016/17,First class honours,150
Ethnicity,Asian,Full-time,Scotland,2016/17,Upper second class honours,460
Ethnicity,Asian,Full-time,Scotland,2016/17,Lower second class honours,210
Ethnicity,Asian,Full-time,Scotland,2016/17,Third class honours/Pass,45
Ethnicity,Asian,Full-time,Scotland,2016/17,Unclassified,390
Ethnicity,Asian,Part-time,Scotland,2016/17,First class honours,5
Ethnicity,Asian,Part-time,Scotland,2016/17,Upper second class honours,5
Ethnicity,Asian,Part-time,Scotland,2016/17,Lower second class honours,10
Ethnicity,Asian,Part-time,Scotland,2016/17,Third class honours/Pass,10
Ethnicity,Asian,Part-time,Scotland,2016/17,Unclassified,45
Ethnicity,Asian,Full-time,Wales,2016/17,First class honours,135
Ethnicity,Asian,Full-time,Wales,2016/17,Upper second class honours,335
Ethnicity,Asian,Full-time,Wales,2016/17,Lower second class honours,210
Ethnicity,Asian,Full-time,Wales,2016/17,Third class honours/Pass,35
Ethnicity,Asian,Full-time,Wales,2016/17,Unclassified,40
Ethnicity,Asian,Part-time,Wales,2016/17,First class honours,0
Ethnicity,Asian,Part-time,Wales,2016/17,Upper second class honours,5
Ethnicity,Asian,Part-time,Wales,2016/17,Lower second class honours,5
Ethnicity,Asian,Part-time,Wales,2016/17,Third class honours/Pass,5
Ethnicity,Asian,Part-time,Wales,2016/17,Unclassified,0
Ethnicity,Asian,Full-time,England,2017/18,First class honours,7380
Ethnicity,Asian,Full-time,England,2017/18,Upper second class honours,15355
Ethnicity,Asian,Full-time,England,2017/18,Lower second class honours,7290
Ethnicity,Asian,Full-time,England,2017/18,Third class honours/Pass,1450
Ethnicity,Asian,Full-time,England,2017/18,Unclassified,2165
Ethnicity,Asian,Part-time,England,2017/18,First class honours,160
Ethnicity,Asian,Part-time,England,2017/18,Upper second class honours,465
Ethnicity,Asian,Part-time,England,2017/18,Lower second class honours,670
Ethnicity,Asian,Part-time,England,2017/18,Third class honours/Pass,460
Ethnicity,Asian,Part-time,England,2017/18,Unclassified,95
Ethnicity,Asian,Full-time,Northern Ireland,2017/18,First class honours,10
Ethnicity,Asian,Full-time,Northern Ireland,2017/18,Upper second class honours,50
Ethnicity,Asian,Full-time,Northern Ireland,2017/18,Lower second class honours,45
Ethnicity,Asian,Full-time,Northern Ireland,2017/18,Third class honours/Pass,0
Ethnicity,Asian,Full-time,Northern Ireland,2017/18,Unclassified,15
Ethnicity,Asian,Part-time,Northern Ireland,2017/18,First class honours,0
Ethnicity,Asian,Part-time,Northern Ireland,2017/18,Upper second class honours,0
Ethnicity,Asian,Part-time,Northern Ireland,2017/18,Lower second class honours,5
Ethnicity,Asian,Part-time,Northern Ireland,2017/18,Third class honours/Pass,0
Ethnicity,Asian,Part-time,Northern Ireland,2017/18,Unclassified,0
Ethnicity,Asian,Full-time,Scotland,2017/18,First class honours,155
Ethnicity,Asian,Full-time,Scotland,2017/18,Upper second class honours,475
Ethnicity,Asian,Full-time,Scotland,2017/18,Lower second class honours,215
Ethnicity,Asian,Full-time,Scotland,2017/18,Third class honours/Pass,35
Ethnicity,Asian,Full-time,Scotland,2017/18,Unclassified,355
Ethnicity,Asian,Part-time,Scotland,2017/18,First class honours,5
Ethnicity,Asian,Part-time,Scotland,2017/18,Upper second class honours,5
Ethnicity,Asian,Part-time,Scotland,2017/18,Lower second class honours,15
Ethnicity,Asian,Part-time,Scotland,2017/18,Third class honours/Pass,10
Ethnicity,Asian,Part-time,Scotland,2017/18,Unclassified,30
Ethnicity,Asian,Full-time,Wales,2017/18,First class honours,180
Ethnicity,Asian,Full-time,Wales,2017/18,Upper second class honours,345
Ethnicity,Asian,Full-time,Wales,2017/18,Lower second class honours,165
Ethnicity,Asian,Full-time,Wales,2017/18,Third class honours/Pass,40
Ethnicity,Asian,Full-time,Wales,2017/18,Unclassified,50
Ethnicity,Asian,Part-time,Wales,2017/18,First class honours,0
Ethnicity,Asian,Part-time,Wales,2017/18,Upper second class honours,5
Ethnicity,Asian,Part-time,Wales,2017/18,Lower second class honours,5
Ethnicity,Asian,Part-time,Wales,2017/18,Third class honours/Pass,5
Ethnicity,Asian,Part-time,Wales,2017/18,Unclassified,5
Ethnicity,Asian,Full-time,England,2018/19,First class honours,7950
Ethnicity,Asian,Full-time,England,2018/19,Upper second class honours,16210
Ethnicity,Asian,Full-time,England,2018/19,Lower second class honours,7860
Ethnicity,Asian,Full-time,England,2018/19,Third class honours/Pass,1630
Ethnicity,Asian,Full-time,England,2018/19,Unclassified,2025
Ethnicity,Asian,Part-time,England,2018/19,First class honours,165
Ethnicity,Asian,Part-time,England,2018/19,Upper second class honours,450
Ethnicity,Asian,Part-time,England,2018/19,Lower second class honours,635
Ethnicity,Asian,Part-time,England,2018/19,Third class honours/Pass,415
Ethnicity,Asian,Part-time,England,2018/19,Unclassified,130
Ethnicity,Asian,Full-time,Northern Ireland,2018/19,First class honours,20
Ethnicity,Asian,Full-time,Northern Ireland,2018/19,Upper second class honours,40
Ethnicity,Asian,Full-time,Northern Ireland,2018/19,Lower second class honours,20
Ethnicity,Asian,Full-time,Northern Ireland,2018/19,Third class honours/Pass,5
Ethnicity,Asian,Full-time,Northern Ireland,2018/19,Unclassified,15
Ethnicity,Asian,Part-time,Northern Ireland,2018/19,First class honours,0
Ethnicity,Asian,Part-time,Northern Ireland,2018/19,Upper second class honours,5
Ethnicity,Asian,Part-time,Northern Ireland,2018/19,Lower second class honours,5
Ethnicity,Asian,Part-time,Northern Ireland,2018/19,Third class honours/Pass,0
Ethnicity,Asian,Part-time,Northern Ireland,2018/19,Unclassified,0
Ethnicity,Asian,Full-time,Scotland,2018/19,First class honours,155
Ethnicity,Asian,Full-time,Scotland,2018/19,Upper second class honours,515
Ethnicity,Asian,Full-time,Scotland,2018/19,Lower second class honours,225
Ethnicity,Asian,Full-time,Scotland,2018/19,Third class honours/Pass,35
Ethnicity,Asian,Full-time,Scotland,2018/19,Unclassified,355
Ethnicity,Asian,Part-time,Scotland,2018/19,First class honours,5
Ethnicity,Asian,Part-time,Scotland,2018/19,Upper second class honours,10
Ethnicity,Asian,Part-time,Scotland,2018/19,Lower second class honours,10
Ethnicity,Asian,Part-time,Scotland,2018/19,Third class honours/Pass,5
Ethnicity,Asian,Part-time,Scotland,2018/19,Unclassified,25
Ethnicity,Asian,Full-time,Wales,2018/19,First class honours,165
Ethnicity,Asian,Full-time,Wales,2018/19,Upper second class honours,340
Ethnicity,Asian,Full-time,Wales,2018/19,Lower second class honours,200
Ethnicity,Asian,Full-time,Wales,2018/19,Third class honours/Pass,35
Ethnicity,Asian,Full-time,Wales,2018/19,Unclassified,50
Ethnicity,Asian,Part-time,Wales,2018/19,First class honours,5
Ethnicity,Asian,Part-time,Wales,2018/19,Upper second class honours,5
Ethnicity,Asian,Part-time,Wales,2018/19,Lower second class honours,5
